DP Date;P Produit;c Chute;reincorpo_maxi(p, dp, c)
2022-05-03 00:00:00;product_10;chute_12;1243
2022-05-04 00:00:00;product_10;chute_12;1243
2022-05-05 00:00:00;product_10;chute_12;1243
2022-03-24 00:00:00;product_11;chute_12;1905
2022-03-25 00:00:00;product_11;chute_12;1905
2022-03-26 00:00:00;product_11;chute_12;1905
2022-04-01 00:00:00;product_11;chute_12;1905
2022-04-02 00:00:00;product_11;chute_12;1905
2022-04-03 00:00:00;product_11;chute_12;1893
2022-04-14 00:00:00;product_11;chute_12;1893
2022-04-15 00:00:00;product_11;chute_12;1905
2022-04-16 00:00:00;product_11;chute_12;1905
2022-04-20 00:00:00;product_11;chute_12;1905
2022-04-21 00:00:00;product_11;chute_12;1905
2022-04-22 00:00:00;product_11;chute_12;1905
2022-05-03 00:00:00;product_11;chute_12;1929
2022-05-04 00:00:00;product_11;chute_12;1929
2022-05-05 00:00:00;product_11;chute_12;1929
2022-03-24 00:00:00;product_12;chute_12;19247
2022-03-25 00:00:00;product_12;chute_12;19247
2022-03-26 00:00:00;product_12;chute_12;19247
2022-04-01 00:00:00;product_12;chute_12;19247
2022-04-02 00:00:00;product_12;chute_12;19247
2022-03-22 00:00:00;product_5;chute_13;1529
2022-03-23 00:00:00;product_5;chute_13;1529
2022-03-24 00:00:00;product_5;chute_13;1529
2022-03-26 00:00:00;product_5;chute_13;1529
2022-03-27 00:00:00;product_5;chute_13;1529
2022-03-28 00:00:00;product_5;chute_13;1529
2022-03-30 00:00:00;product_5;chute_13;1529
2022-03-31 00:00:00;product_5;chute_13;1529
2022-04-01 00:00:00;product_5;chute_13;1529
2022-04-27 00:00:00;product_5;chute_13;1483
2022-04-28 00:00:00;product_5;chute_13;1483
2022-04-29 00:00:00;product_5;chute_13;1483
2022-04-30 00:00:00;product_5;chute_13;1483
2022-05-01 00:00:00;product_5;chute_13;1483
2022-05-03 00:00:00;product_5;chute_13;1483
2022-05-04 00:00:00;product_5;chute_13;1483
2022-05-05 00:00:00;product_5;chute_13;1483
2022-03-22 00:00:00;product_8;chute_13;7678
2022-03-23 00:00:00;product_8;chute_13;7678
2022-03-24 00:00:00;product_8;chute_13;7678
2022-03-26 00:00:00;product_8;chute_13;7678
2022-03-27 00:00:00;product_8;chute_13;7678
2022-03-28 00:00:00;product_8;chute_13;7678
2022-03-30 00:00:00;product_8;chute_13;7678
2022-03-31 00:00:00;product_8;chute_13;7678
2022-04-01 00:00:00;product_8;chute_13;7678
2022-04-03 00:00:00;product_8;chute_13;8015
2022-04-04 00:00:00;product_8;chute_13;8015
2022-04-05 00:00:00;product_8;chute_13;8015
2022-04-06 00:00:00;product_8;chute_13;8015
2022-04-08 00:00:00;product_8;chute_13;8015
2022-04-09 00:00:00;product_8;chute_13;8015
2022-04-10 00:00:00;product_8;chute_13;8015
2022-04-11 00:00:00;product_8;chute_13;8015
2022-04-13 00:00:00;product_8;chute_13;8015
2022-04-14 00:00:00;product_8;chute_13;8015
2022-04-15 00:00:00;product_8;chute_13;8189
2022-04-16 00:00:00;product_8;chute_13;8189
2022-04-18 00:00:00;product_8;chute_13;8189
2022-04-19 00:00:00;product_8;chute_13;8189
2022-04-20 00:00:00;product_8;chute_13;8189
2022-04-21 00:00:00;product_8;chute_13;8189
2022-04-22 00:00:00;product_8;chute_13;8189
2022-04-23 00:00:00;product_8;chute_13;8189
2022-04-25 00:00:00;product_8;chute_13;8189
2022-04-26 00:00:00;product_8;chute_13;8189
2022-04-27 00:00:00;product_8;chute_13;8224
2022-04-28 00:00:00;product_8;chute_13;8224
2022-04-29 00:00:00;product_8;chute_13;8224
2022-04-30 00:00:00;product_8;chute_13;8224
2022-05-01 00:00:00;product_8;chute_13;8224
2022-05-03 00:00:00;product_8;chute_13;8224
2022-05-04 00:00:00;product_8;chute_13;8224
2022-05-05 00:00:00;product_8;chute_13;8224
2022-03-24 00:00:00;product_12;chute_13;19247
2022-03-25 00:00:00;product_12;chute_13;19247
2022-03-26 00:00:00;product_12;chute_13;19247
2022-04-01 00:00:00;product_12;chute_13;19247
2022-04-02 00:00:00;product_12;chute_13;19247
2022-04-03 00:00:00;product_15;chute_13;22696
2022-04-04 00:00:00;product_15;chute_13;22696
2022-04-05 00:00:00;product_15;chute_13;22696
2022-04-06 00:00:00;product_15;chute_13;22696
2022-04-07 00:00:00;product_15;chute_13;22696
2022-04-08 00:00:00;product_15;chute_13;22696
2022-04-09 00:00:00;product_15;chute_13;22696
2022-04-10 00:00:00;product_15;chute_13;22696
2022-04-11 00:00:00;product_15;chute_13;22696
2022-04-12 00:00:00;product_15;chute_13;22696
2022-04-13 00:00:00;product_15;chute_13;22696
2022-04-14 00:00:00;product_15;chute_13;22696
2022-04-15 00:00:00;product_15;chute_13;18480
2022-04-16 00:00:00;product_15;chute_13;18480
2022-04-17 00:00:00;product_15;chute_13;18480
2022-04-18 00:00:00;product_15;chute_13;18480
2022-04-19 00:00:00;product_15;chute_13;18480
2022-04-20 00:00:00;product_15;chute_13;18480
2022-04-21 00:00:00;product_15;chute_13;18480
2022-04-22 00:00:00;product_15;chute_13;18480
2022-04-23 00:00:00;product_15;chute_13;18480
2022-04-24 00:00:00;product_15;chute_13;18480
2022-04-25 00:00:00;product_15;chute_13;18480
2022-04-26 00:00:00;product_15;chute_13;18480
2022-04-27 00:00:00;product_15;chute_13;18631
2022-04-28 00:00:00;product_15;chute_13;18631
2022-04-29 00:00:00;product_15;chute_13;18631
2022-04-30 00:00:00;product_15;chute_13;18631
2022-05-01 00:00:00;product_15;chute_13;18631
2022-05-02 00:00:00;product_15;chute_13;18631
2022-05-03 00:00:00;product_15;chute_13;18631
2022-05-04 00:00:00;product_15;chute_13;18631
2022-05-05 00:00:00;product_15;chute_13;18631
2022-04-03 00:00:00;product_1;chute_14;394
2022-04-14 00:00:00;product_1;chute_14;394
2022-04-15 00:00:00;product_1;chute_14;701
2022-04-16 00:00:00;product_1;chute_14;701
2022-04-20 00:00:00;product_1;chute_14;701
2022-04-21 00:00:00;product_1;chute_14;701
2022-04-22 00:00:00;product_1;chute_14;701
2022-05-03 00:00:00;product_1;chute_14;1002
2022-05-04 00:00:00;product_1;chute_14;1002
2022-05-05 00:00:00;product_1;chute_14;1002
2022-04-07 00:00:00;product_2;chute_14;2346
2022-04-08 00:00:00;product_2;chute_14;2346
2022-04-09 00:00:00;product_2;chute_14;2346
2022-04-10 00:00:00;product_2;chute_14;2346
2022-04-11 00:00:00;product_2;chute_14;2346
2022-04-21 00:00:00;product_2;chute_14;2408
2022-04-22 00:00:00;product_2;chute_14;2408
2022-04-23 00:00:00;product_2;chute_14;2408
2022-04-24 00:00:00;product_2;chute_14;2408
2022-04-07 00:00:00;product_3;chute_14;728
2022-04-08 00:00:00;product_3;chute_14;728
2022-04-09 00:00:00;product_3;chute_14;728
2022-04-10 00:00:00;product_3;chute_14;728
2022-04-11 00:00:00;product_3;chute_14;728
2022-04-21 00:00:00;product_3;chute_14;751
2022-04-22 00:00:00;product_3;chute_14;751
2022-04-23 00:00:00;product_3;chute_14;751
2022-04-24 00:00:00;product_3;chute_14;751
2022-03-22 00:00:00;product_5;chute_14;1529
2022-03-23 00:00:00;product_5;chute_14;1529
2022-03-24 00:00:00;product_5;chute_14;1529
2022-03-26 00:00:00;product_5;chute_14;1529
2022-03-27 00:00:00;product_5;chute_14;1529
2022-03-28 00:00:00;product_5;chute_14;1529
2022-03-30 00:00:00;product_5;chute_14;1529
2022-03-31 00:00:00;product_5;chute_14;1529
2022-04-01 00:00:00;product_5;chute_14;1529
2022-04-27 00:00:00;product_5;chute_14;1483
2022-04-28 00:00:00;product_5;chute_14;1483
2022-04-29 00:00:00;product_5;chute_14;1483
2022-04-30 00:00:00;product_5;chute_14;1483
2022-05-01 00:00:00;product_5;chute_14;1483
2022-05-03 00:00:00;product_5;chute_14;1483
2022-05-04 00:00:00;product_5;chute_14;1483
2022-05-05 00:00:00;product_5;chute_14;1483
2022-04-27 00:00:00;product_6;chute_14;1719
2022-04-28 00:00:00;product_6;chute_14;1719
2022-04-29 00:00:00;product_6;chute_14;1719
2022-04-30 00:00:00;product_6;chute_14;1719
2022-05-01 00:00:00;product_6;chute_14;1719
2022-05-03 00:00:00;product_6;chute_14;1719
2022-05-04 00:00:00;product_6;chute_14;1719
2022-05-05 00:00:00;product_6;chute_14;1719
2022-03-22 00:00:00;product_7;chute_14;1781
2022-03-23 00:00:00;product_7;chute_14;1781
2022-03-24 00:00:00;product_7;chute_14;1781
2022-03-26 00:00:00;product_7;chute_14;1781
2022-03-27 00:00:00;product_7;chute_14;1781
2022-03-28 00:00:00;product_7;chute_14;1781
2022-03-30 00:00:00;product_7;chute_14;1781
2022-03-31 00:00:00;product_7;chute_14;1781
2022-04-01 00:00:00;product_7;chute_14;1781
2022-04-03 00:00:00;product_7;chute_14;1773
2022-04-04 00:00:00;product_7;chute_14;1773
2022-04-05 00:00:00;product_7;chute_14;1773
2022-04-06 00:00:00;product_7;chute_14;1773
2022-04-08 00:00:00;product_7;chute_14;1773
2022-04-09 00:00:00;product_7;chute_14;1773
2022-04-10 00:00:00;product_7;chute_14;1773
2022-04-11 00:00:00;product_7;chute_14;1773
2022-04-13 00:00:00;product_7;chute_14;1773
2022-04-14 00:00:00;product_7;chute_14;1773
2022-04-15 00:00:00;product_7;chute_14;1796
2022-04-16 00:00:00;product_7;chute_14;1796
2022-04-18 00:00:00;product_7;chute_14;1796
2022-04-19 00:00:00;product_7;chute_14;1796
2022-04-20 00:00:00;product_7;chute_14;1796
2022-04-21 00:00:00;product_7;chute_14;1796
2022-04-22 00:00:00;product_7;chute_14;1796
2022-04-23 00:00:00;product_7;chute_14;1796
2022-04-25 00:00:00;product_7;chute_14;1796
2022-04-26 00:00:00;product_7;chute_14;1796
2022-04-27 00:00:00;product_7;chute_14;1765
2022-04-28 00:00:00;product_7;chute_14;1765
2022-04-29 00:00:00;product_7;chute_14;1765
2022-04-30 00:00:00;product_7;chute_14;1765
2022-05-01 00:00:00;product_7;chute_14;1765
2022-05-03 00:00:00;product_7;chute_14;1765
2022-05-04 00:00:00;product_7;chute_14;1765
2022-05-05 00:00:00;product_7;chute_14;1765
2022-03-22 00:00:00;product_8;chute_14;5118
2022-03-23 00:00:00;product_8;chute_14;5118
2022-03-24 00:00:00;product_8;chute_14;5118
2022-03-26 00:00:00;product_8;chute_14;5118
2022-03-27 00:00:00;product_8;chute_14;5118
2022-03-28 00:00:00;product_8;chute_14;5118
2022-03-30 00:00:00;product_8;chute_14;5118
2022-03-31 00:00:00;product_8;chute_14;5118
2022-04-01 00:00:00;product_8;chute_14;5118
2022-04-03 00:00:00;product_8;chute_14;5343
2022-04-04 00:00:00;product_8;chute_14;5343
2022-04-05 00:00:00;product_8;chute_14;5343
2022-04-06 00:00:00;product_8;chute_14;5343
2022-04-08 00:00:00;product_8;chute_14;5343
2022-04-09 00:00:00;product_8;chute_14;5343
2022-04-10 00:00:00;product_8;chute_14;5343
2022-04-11 00:00:00;product_8;chute_14;5343
2022-04-13 00:00:00;product_8;chute_14;5343
2022-04-14 00:00:00;product_8;chute_14;5343
2022-04-15 00:00:00;product_8;chute_14;5459
2022-04-16 00:00:00;product_8;chute_14;5459
2022-04-18 00:00:00;product_8;chute_14;5459
2022-04-19 00:00:00;product_8;chute_14;5459
2022-04-20 00:00:00;product_8;chute_14;5459
2022-04-21 00:00:00;product_8;chute_14;5459
2022-04-22 00:00:00;product_8;chute_14;5459
2022-04-23 00:00:00;product_8;chute_14;5459
2022-04-25 00:00:00;product_8;chute_14;5459
2022-04-26 00:00:00;product_8;chute_14;5459
2022-04-27 00:00:00;product_8;chute_14;5482
2022-04-28 00:00:00;product_8;chute_14;5482
2022-04-29 00:00:00;product_8;chute_14;5482
2022-04-30 00:00:00;product_8;chute_14;5482
2022-05-01 00:00:00;product_8;chute_14;5482
2022-05-03 00:00:00;product_8;chute_14;5482
2022-05-04 00:00:00;product_8;chute_14;5482
2022-05-05 00:00:00;product_8;chute_14;5482
2022-03-22 00:00:00;product_9;chute_14;665
2022-03-23 00:00:00;product_9;chute_14;665
2022-03-24 00:00:00;product_9;chute_14;665
2022-03-26 00:00:00;product_9;chute_14;665
2022-03-27 00:00:00;product_9;chute_14;665
2022-03-28 00:00:00;product_9;chute_14;665
2022-03-30 00:00:00;product_9;chute_14;665
2022-03-31 00:00:00;product_9;chute_14;665
2022-04-01 00:00:00;product_9;chute_14;665
2022-04-03 00:00:00;product_9;chute_14;1587
2022-04-04 00:00:00;product_9;chute_14;1587
2022-04-05 00:00:00;product_9;chute_14;1587
2022-04-06 00:00:00;product_9;chute_14;1587
2022-04-08 00:00:00;product_9;chute_14;1587
2022-04-09 00:00:00;product_9;chute_14;1587
2022-04-10 00:00:00;product_9;chute_14;1587
2022-04-11 00:00:00;product_9;chute_14;1587
2022-04-13 00:00:00;product_9;chute_14;1587
2022-04-14 00:00:00;product_9;chute_14;1587
2022-04-15 00:00:00;product_9;chute_14;2509
2022-04-16 00:00:00;product_9;chute_14;2509
2022-04-18 00:00:00;product_9;chute_14;2509
2022-04-19 00:00:00;product_9;chute_14;2509
2022-04-20 00:00:00;product_9;chute_14;2509
2022-04-21 00:00:00;product_9;chute_14;2509
2022-04-22 00:00:00;product_9;chute_14;2509
2022-04-23 00:00:00;product_9;chute_14;2509
2022-04-25 00:00:00;product_9;chute_14;2509
2022-04-26 00:00:00;product_9;chute_14;2509
2022-04-27 00:00:00;product_9;chute_14;3430
2022-04-28 00:00:00;product_9;chute_14;3430
2022-04-29 00:00:00;product_9;chute_14;3430
2022-04-30 00:00:00;product_9;chute_14;3430
2022-05-01 00:00:00;product_9;chute_14;3430
2022-05-03 00:00:00;product_9;chute_14;3430
2022-05-04 00:00:00;product_9;chute_14;3430
2022-05-05 00:00:00;product_9;chute_14;3430
2022-03-24 00:00:00;product_10;chute_14;813
2022-03-25 00:00:00;product_10;chute_14;813
2022-03-26 00:00:00;product_10;chute_14;813
2022-04-01 00:00:00;product_10;chute_14;813
2022-04-02 00:00:00;product_10;chute_14;813
2022-04-03 00:00:00;product_10;chute_14;797
2022-04-14 00:00:00;product_10;chute_14;797
2022-04-15 00:00:00;product_10;chute_14;805
2022-04-16 00:00:00;product_10;chute_14;805
2022-04-20 00:00:00;product_10;chute_14;805
2022-04-21 00:00:00;product_10;chute_14;805
2022-04-22 00:00:00;product_10;chute_14;805
2022-05-03 00:00:00;product_10;chute_14;828
2022-05-04 00:00:00;product_10;chute_14;828
2022-05-05 00:00:00;product_10;chute_14;828
2022-03-24 00:00:00;product_11;chute_14;1270
2022-03-25 00:00:00;product_11;chute_14;1270
2022-03-26 00:00:00;product_11;chute_14;1270
2022-04-01 00:00:00;product_11;chute_14;1270
2022-04-02 00:00:00;product_11;chute_14;1270
2022-04-03 00:00:00;product_11;chute_14;1262
2022-04-14 00:00:00;product_11;chute_14;1262
2022-04-15 00:00:00;product_11;chute_14;1270
2022-04-16 00:00:00;product_11;chute_14;1270
2022-04-20 00:00:00;product_11;chute_14;1270
2022-04-21 00:00:00;product_11;chute_14;1270
2022-04-22 00:00:00;product_11;chute_14;1270
2022-05-03 00:00:00;product_11;chute_14;1286
2022-05-04 00:00:00;product_11;chute_14;1286
2022-05-05 00:00:00;product_11;chute_14;1286
2022-03-24 00:00:00;product_12;chute_14;12831
2022-03-25 00:00:00;product_12;chute_14;12831
2022-03-26 00:00:00;product_12;chute_14;12831
2022-04-01 00:00:00;product_12;chute_14;12831
2022-04-02 00:00:00;product_12;chute_14;12831
2022-04-01 00:00:00;product_13;chute_14;13489
2022-04-02 00:00:00;product_13;chute_14;13489
2022-04-03 00:00:00;product_15;chute_14;15131
2022-04-04 00:00:00;product_15;chute_14;15131
2022-04-05 00:00:00;product_15;chute_14;15131
2022-04-06 00:00:00;product_15;chute_14;15131
2022-04-07 00:00:00;product_15;chute_14;15131
2022-04-08 00:00:00;product_15;chute_14;15131
2022-04-09 00:00:00;product_15;chute_14;15131
2022-04-10 00:00:00;product_15;chute_14;15131
2022-04-11 00:00:00;product_15;chute_14;15131
2022-04-12 00:00:00;product_15;chute_14;15131
2022-04-13 00:00:00;product_15;chute_14;15131
2022-04-14 00:00:00;product_15;chute_14;15131
2022-04-15 00:00:00;product_15;chute_14;12320
2022-04-16 00:00:00;product_15;chute_14;12320
2022-04-17 00:00:00;product_15;chute_14;12320
2022-04-18 00:00:00;product_15;chute_14;12320
2022-04-19 00:00:00;product_15;chute_14;12320
2022-04-20 00:00:00;product_15;chute_14;12320
2022-04-21 00:00:00;product_15;chute_14;12320
2022-04-22 00:00:00;product_15;chute_14;12320
2022-04-23 00:00:00;product_15;chute_14;12320
2022-04-24 00:00:00;product_15;chute_14;12320
2022-04-25 00:00:00;product_15;chute_14;12320
2022-04-26 00:00:00;product_15;chute_14;12320
2022-04-27 00:00:00;product_15;chute_14;12420
2022-04-28 00:00:00;product_15;chute_14;12420
2022-04-29 00:00:00;product_15;chute_14;12420
2022-04-30 00:00:00;product_15;chute_14;12420
2022-05-01 00:00:00;product_15;chute_14;12420
2022-05-02 00:00:00;product_15;chute_14;12420
2022-05-03 00:00:00;product_15;chute_14;12420
2022-05-04 00:00:00;product_15;chute_14;12420
2022-05-05 00:00:00;product_15;chute_14;12420
2022-04-03 00:00:00;product_16;chute_14;14635
2022-04-04 00:00:00;product_16;chute_14;14635
2022-04-05 00:00:00;product_16;chute_14;14635
2022-04-06 00:00:00;product_16;chute_14;14635
2022-04-07 00:00:00;product_16;chute_14;14635
2022-04-08 00:00:00;product_16;chute_14;14635
2022-04-09 00:00:00;product_16;chute_14;14635
2022-04-10 00:00:00;product_16;chute_14;14635
2022-04-11 00:00:00;product_16;chute_14;14635
2022-04-12 00:00:00;product_16;chute_14;14635
2022-04-13 00:00:00;product_16;chute_14;14635
2022-04-14 00:00:00;product_16;chute_14;14635
2022-04-15 00:00:00;product_16;chute_14;12103
2022-04-16 00:00:00;product_16;chute_14;12103
2022-04-17 00:00:00;product_16;chute_14;12103
2022-04-18 00:00:00;product_16;chute_14;12103
2022-04-19 00:00:00;product_16;chute_14;12103
2022-04-20 00:00:00;product_16;chute_14;12103
2022-04-21 00:00:00;product_16;chute_14;12103
2022-04-22 00:00:00;product_16;chute_14;12103
2022-04-23 00:00:00;product_16;chute_14;12103
2022-04-24 00:00:00;product_16;chute_14;12103
2022-04-25 00:00:00;product_16;chute_14;12103
2022-04-26 00:00:00;product_16;chute_14;12103
2022-04-27 00:00:00;product_16;chute_14;13675
2022-04-28 00:00:00;product_16;chute_14;13675
2022-04-29 00:00:00;product_16;chute_14;13675
2022-04-30 00:00:00;product_16;chute_14;13675
2022-05-01 00:00:00;product_16;chute_14;13675
2022-05-02 00:00:00;product_16;chute_14;13675
2022-05-03 00:00:00;product_16;chute_14;13675
2022-05-04 00:00:00;product_16;chute_14;13675
2022-05-05 00:00:00;product_16;chute_14;13675
2022-04-01 00:00:00;product_18;chute_14;5428
2022-04-02 00:00:00;product_18;chute_14;5428
2022-04-03 00:00:00;product_18;chute_14;5788
2022-04-04 00:00:00;product_18;chute_14;5788
2022-04-05 00:00:00;product_18;chute_14;5788
2022-04-06 00:00:00;product_18;chute_14;5788
2022-04-07 00:00:00;product_18;chute_14;5788
2022-04-08 00:00:00;product_18;chute_14;5788
2022-04-09 00:00:00;product_18;chute_14;5788
2022-04-10 00:00:00;product_18;chute_14;5788
2022-04-11 00:00:00;product_18;chute_14;5788
2022-04-12 00:00:00;product_18;chute_14;5788
2022-04-13 00:00:00;product_18;chute_14;5788
2022-04-14 00:00:00;product_18;chute_14;5788
2022-04-15 00:00:00;product_18;chute_14;4487
2022-04-16 00:00:00;product_18;chute_14;4487
2022-04-17 00:00:00;product_18;chute_14;4487
2022-04-18 00:00:00;product_18;chute_14;4487
2022-04-19 00:00:00;product_18;chute_14;4487
2022-04-20 00:00:00;product_18;chute_14;4487
2022-04-21 00:00:00;product_18;chute_14;4487
2022-04-22 00:00:00;product_18;chute_14;4487
2022-04-23 00:00:00;product_18;chute_14;4487
2022-04-24 00:00:00;product_18;chute_14;4487
2022-04-25 00:00:00;product_18;chute_14;4487
2022-04-26 00:00:00;product_18;chute_14;4487
2022-04-27 00:00:00;product_18;chute_14;4952
2022-04-28 00:00:00;product_18;chute_14;4952
2022-04-29 00:00:00;product_18;chute_14;4952
2022-04-30 00:00:00;product_18;chute_14;4952
2022-05-01 00:00:00;product_18;chute_14;4952
2022-05-02 00:00:00;product_18;chute_14;4952
2022-05-03 00:00:00;product_18;chute_14;4952
2022-05-04 00:00:00;product_18;chute_14;4952
2022-05-05 00:00:00;product_18;chute_14;4952
2022-04-07 00:00:00;product_19;chute_14;5602
2022-04-08 00:00:00;product_19;chute_14;5602
2022-04-09 00:00:00;product_19;chute_14;5602
2022-04-10 00:00:00;product_19;chute_14;5602
2022-04-11 00:00:00;product_19;chute_14;5602
2022-04-21 00:00:00;product_19;chute_14;4955
2022-04-22 00:00:00;product_19;chute_14;4955
2022-04-23 00:00:00;product_19;chute_14;4955
2022-04-24 00:00:00;product_19;chute_14;4955
2022-04-07 00:00:00;product_2;chute_15;3519
2022-04-08 00:00:00;product_2;chute_15;3519
2022-04-09 00:00:00;product_2;chute_15;3519
2022-04-10 00:00:00;product_2;chute_15;3519
2022-04-11 00:00:00;product_2;chute_15;3519
2022-04-21 00:00:00;product_2;chute_15;3612
2022-04-22 00:00:00;product_2;chute_15;3612
2022-04-23 00:00:00;product_2;chute_15;3612
2022-04-24 00:00:00;product_2;chute_15;3612
2022-04-07 00:00:00;product_3;chute_15;1092
2022-04-08 00:00:00;product_3;chute_15;1092
2022-04-09 00:00:00;product_3;chute_15;1092
2022-04-10 00:00:00;product_3;chute_15;1092
2022-04-11 00:00:00;product_3;chute_15;1092
2022-04-21 00:00:00;product_3;chute_15;1126
2022-04-22 00:00:00;product_3;chute_15;1126
2022-04-23 00:00:00;product_3;chute_15;1126
2022-04-24 00:00:00;product_3;chute_15;1126
2022-04-27 00:00:00;product_6;chute_15;1719
2022-04-28 00:00:00;product_6;chute_15;1719
2022-04-29 00:00:00;product_6;chute_15;1719
2022-04-30 00:00:00;product_6;chute_15;1719
2022-05-01 00:00:00;product_6;chute_15;1719
2022-05-03 00:00:00;product_6;chute_15;1719
2022-05-04 00:00:00;product_6;chute_15;1719
2022-05-05 00:00:00;product_6;chute_15;1719
2022-03-22 00:00:00;product_7;chute_15;2671
2022-03-23 00:00:00;product_7;chute_15;2671
2022-03-24 00:00:00;product_7;chute_15;2671
2022-03-26 00:00:00;product_7;chute_15;2671
2022-03-27 00:00:00;product_7;chute_15;2671
2022-03-28 00:00:00;product_7;chute_15;2671
2022-03-30 00:00:00;product_7;chute_15;2671
2022-03-31 00:00:00;product_7;chute_15;2671
2022-04-01 00:00:00;product_7;chute_15;2671
2022-04-03 00:00:00;product_7;chute_15;2660
2022-04-04 00:00:00;product_7;chute_15;2660
2022-04-05 00:00:00;product_7;chute_15;2660
2022-04-06 00:00:00;product_7;chute_15;2660
2022-04-08 00:00:00;product_7;chute_15;2660
2022-04-09 00:00:00;product_7;chute_15;2660
2022-04-10 00:00:00;product_7;chute_15;2660
2022-04-11 00:00:00;product_7;chute_15;2660
2022-04-13 00:00:00;product_7;chute_15;2660
2022-04-14 00:00:00;product_7;chute_15;2660
2022-04-15 00:00:00;product_7;chute_15;2694
2022-04-16 00:00:00;product_7;chute_15;2694
2022-04-18 00:00:00;product_7;chute_15;2694
2022-04-19 00:00:00;product_7;chute_15;2694
2022-04-20 00:00:00;product_7;chute_15;2694
2022-04-21 00:00:00;product_7;chute_15;2694
2022-04-22 00:00:00;product_7;chute_15;2694
2022-04-23 00:00:00;product_7;chute_15;2694
2022-04-25 00:00:00;product_7;chute_15;2694
2022-04-26 00:00:00;product_7;chute_15;2694
2022-04-27 00:00:00;product_7;chute_15;2648
2022-04-28 00:00:00;product_7;chute_15;2648
2022-04-29 00:00:00;product_7;chute_15;2648
2022-04-30 00:00:00;product_7;chute_15;2648
2022-05-01 00:00:00;product_7;chute_15;2648
2022-05-03 00:00:00;product_7;chute_15;2648
2022-05-04 00:00:00;product_7;chute_15;2648
2022-05-05 00:00:00;product_7;chute_15;2648
2022-03-22 00:00:00;product_8;chute_15;7678
2022-03-23 00:00:00;product_8;chute_15;7678
2022-03-24 00:00:00;product_8;chute_15;7678
2022-03-26 00:00:00;product_8;chute_15;7678
2022-03-27 00:00:00;product_8;chute_15;7678
2022-03-28 00:00:00;product_8;chute_15;7678
2022-03-30 00:00:00;product_8;chute_15;7678
2022-03-31 00:00:00;product_8;chute_15;7678
2022-04-01 00:00:00;product_8;chute_15;7678
2022-04-03 00:00:00;product_8;chute_15;8015
2022-04-04 00:00:00;product_8;chute_15;8015
2022-04-05 00:00:00;product_8;chute_15;8015
2022-04-06 00:00:00;product_8;chute_15;8015
2022-04-08 00:00:00;product_8;chute_15;8015
2022-04-09 00:00:00;product_8;chute_15;8015
2022-04-10 00:00:00;product_8;chute_15;8015
2022-04-11 00:00:00;product_8;chute_15;8015
2022-04-13 00:00:00;product_8;chute_15;8015
2022-04-14 00:00:00;product_8;chute_15;8015
2022-04-15 00:00:00;product_8;chute_15;8189
2022-04-16 00:00:00;product_8;chute_15;8189
2022-04-18 00:00:00;product_8;chute_15;8189
2022-04-19 00:00:00;product_8;chute_15;8189
2022-04-20 00:00:00;product_8;chute_15;8189
2022-04-21 00:00:00;product_8;chute_15;8189
2022-04-22 00:00:00;product_8;chute_15;8189
2022-04-23 00:00:00;product_8;chute_15;8189
2022-04-25 00:00:00;product_8;chute_15;8189
2022-04-26 00:00:00;product_8;chute_15;8189
2022-04-27 00:00:00;product_8;chute_15;8224
2022-04-28 00:00:00;product_8;chute_15;8224
2022-04-29 00:00:00;product_8;chute_15;8224
2022-04-30 00:00:00;product_8;chute_15;8224
2022-05-01 00:00:00;product_8;chute_15;8224
2022-05-03 00:00:00;product_8;chute_15;8224
2022-05-04 00:00:00;product_8;chute_15;8224
2022-05-05 00:00:00;product_8;chute_15;8224
2022-03-24 00:00:00;product_10;chute_15;1220
2022-03-25 00:00:00;product_10;chute_15;1220
2022-03-26 00:00:00;product_10;chute_15;1220
2022-04-01 00:00:00;product_10;chute_15;1220
2022-04-02 00:00:00;product_10;chute_15;1220
2022-04-03 00:00:00;product_10;chute_15;1196
2022-04-14 00:00:00;product_10;chute_15;1196
2022-04-15 00:00:00;product_10;chute_15;1208
2022-04-16 00:00:00;product_10;chute_15;1208
2022-04-20 00:00:00;product_10;chute_15;1208
2022-04-21 00:00:00;product_10;chute_15;1208
2022-04-22 00:00:00;product_10;chute_15;1208
2022-05-03 00:00:00;product_10;chute_15;1243
2022-05-04 00:00:00;product_10;chute_15;1243
2022-05-05 00:00:00;product_10;chute_15;1243
2022-03-24 00:00:00;product_12;chute_15;19247
2022-03-25 00:00:00;product_12;chute_15;19247
2022-03-26 00:00:00;product_12;chute_15;19247
2022-04-01 00:00:00;product_12;chute_15;19247
2022-04-02 00:00:00;product_12;chute_15;19247
2022-04-03 00:00:00;product_15;chute_15;22696
2022-04-04 00:00:00;product_15;chute_15;22696
2022-04-05 00:00:00;product_15;chute_15;22696
2022-04-06 00:00:00;product_15;chute_15;22696
2022-04-07 00:00:00;product_15;chute_15;22696
2022-04-08 00:00:00;product_15;chute_15;22696
2022-04-09 00:00:00;product_15;chute_15;22696
2022-04-10 00:00:00;product_15;chute_15;22696
2022-04-11 00:00:00;product_15;chute_15;22696
2022-04-12 00:00:00;product_15;chute_15;22696
2022-04-13 00:00:00;product_15;chute_15;22696
2022-04-14 00:00:00;product_15;chute_15;22696
2022-04-15 00:00:00;product_15;chute_15;18480
2022-04-16 00:00:00;product_15;chute_15;18480
