C Chute;DC DMC;DC DLC;Stock_proj_chute(c,dc)
chute_1;2022-04-03 00:00:00;2022-05-01 00:00:00;1167
chute_1;2022-04-04 00:00:00;2022-05-02 00:00:00;1167
chute_1;2022-04-05 00:00:00;2022-05-03 00:00:00;1167
chute_1;2022-04-06 00:00:00;2022-05-04 00:00:00;1167
chute_1;2022-04-07 00:00:00;2022-05-05 00:00:00;1167
chute_1;2022-04-08 00:00:00;2022-05-06 00:00:00;1167
chute_1;2022-04-09 00:00:00;2022-05-07 00:00:00;1167
chute_1;2022-04-10 00:00:00;2022-05-08 00:00:00;1167
chute_1;2022-04-11 00:00:00;2022-05-09 00:00:00;1167
chute_1;2022-04-12 00:00:00;2022-05-10 00:00:00;1167
chute_1;2022-04-13 00:00:00;2022-05-11 00:00:00;1167
chute_1;2022-04-14 00:00:00;2022-05-12 00:00:00;1167
chute_1;2022-04-15 00:00:00;2022-05-13 00:00:00;1402
chute_1;2022-04-16 00:00:00;2022-05-14 00:00:00;1402
chute_1;2022-04-17 00:00:00;2022-05-15 00:00:00;1402
chute_1;2022-04-18 00:00:00;2022-05-16 00:00:00;1402
chute_1;2022-04-19 00:00:00;2022-05-17 00:00:00;1402
chute_1;2022-04-20 00:00:00;2022-05-18 00:00:00;1402
chute_1;2022-04-21 00:00:00;2022-05-19 00:00:00;1402
chute_1;2022-04-22 00:00:00;2022-05-20 00:00:00;1402
chute_1;2022-04-23 00:00:00;2022-05-21 00:00:00;1402
chute_1;2022-04-24 00:00:00;2022-05-22 00:00:00;1402
chute_1;2022-04-25 00:00:00;2022-05-23 00:00:00;1402
chute_1;2022-04-26 00:00:00;2022-05-24 00:00:00;1402
chute_1;2022-04-27 00:00:00;2022-05-25 00:00:00;1634
chute_1;2022-04-28 00:00:00;2022-05-26 00:00:00;1634
chute_1;2022-04-29 00:00:00;2022-05-27 00:00:00;1634
chute_1;2022-04-30 00:00:00;2022-05-28 00:00:00;1634
chute_1;2022-05-01 00:00:00;2022-05-29 00:00:00;1634
chute_1;2022-05-02 00:00:00;2022-05-30 00:00:00;1634
chute_1;2022-05-03 00:00:00;2022-05-31 00:00:00;1634
chute_1;2022-05-04 00:00:00;2022-06-01 00:00:00;1634
chute_1;2022-05-05 00:00:00;2022-06-02 00:00:00;1634
chute_2;2022-03-22 00:00:00;2022-04-19 00:00:00;2423
chute_2;2022-03-23 00:00:00;2022-04-20 00:00:00;2423
chute_2;2022-03-24 00:00:00;2022-04-21 00:00:00;2423
chute_2;2022-03-25 00:00:00;2022-04-22 00:00:00;2423
chute_2;2022-03-26 00:00:00;2022-04-23 00:00:00;2423
chute_2;2022-03-27 00:00:00;2022-04-24 00:00:00;2423
chute_2;2022-03-28 00:00:00;2022-04-25 00:00:00;2423
chute_2;2022-03-29 00:00:00;2022-04-26 00:00:00;2423
chute_2;2022-03-30 00:00:00;2022-04-27 00:00:00;2423
chute_2;2022-03-31 00:00:00;2022-04-28 00:00:00;2423
chute_2;2022-04-01 00:00:00;2022-04-29 00:00:00;2423
chute_2;2022-04-02 00:00:00;2022-04-30 00:00:00;2423
chute_2;2022-04-03 00:00:00;2022-05-01 00:00:00;2427
chute_2;2022-04-04 00:00:00;2022-05-02 00:00:00;2427
chute_2;2022-04-05 00:00:00;2022-05-03 00:00:00;2427
chute_2;2022-04-06 00:00:00;2022-05-04 00:00:00;2427
chute_2;2022-04-07 00:00:00;2022-05-05 00:00:00;2427
chute_2;2022-04-08 00:00:00;2022-05-06 00:00:00;2427
chute_2;2022-04-09 00:00:00;2022-05-07 00:00:00;2427
chute_2;2022-04-10 00:00:00;2022-05-08 00:00:00;2427
chute_2;2022-04-11 00:00:00;2022-05-09 00:00:00;2427
chute_2;2022-04-12 00:00:00;2022-05-10 00:00:00;2427
chute_2;2022-04-13 00:00:00;2022-05-11 00:00:00;2427
chute_2;2022-04-14 00:00:00;2022-05-12 00:00:00;2427
chute_2;2022-04-15 00:00:00;2022-05-13 00:00:00;2469
chute_2;2022-04-16 00:00:00;2022-05-14 00:00:00;2469
chute_2;2022-04-17 00:00:00;2022-05-15 00:00:00;2469
chute_2;2022-04-18 00:00:00;2022-05-16 00:00:00;2469
chute_2;2022-04-19 00:00:00;2022-05-17 00:00:00;2469
chute_2;2022-04-20 00:00:00;2022-05-18 00:00:00;2469
chute_2;2022-04-21 00:00:00;2022-05-19 00:00:00;2469
chute_2;2022-04-22 00:00:00;2022-05-20 00:00:00;2469
chute_2;2022-04-23 00:00:00;2022-05-21 00:00:00;2469
chute_2;2022-04-24 00:00:00;2022-05-22 00:00:00;2469
chute_2;2022-04-25 00:00:00;2022-05-23 00:00:00;2469
chute_2;2022-04-26 00:00:00;2022-05-24 00:00:00;2469
chute_2;2022-04-27 00:00:00;2022-05-25 00:00:00;2511
chute_2;2022-04-28 00:00:00;2022-05-26 00:00:00;2511
chute_2;2022-04-29 00:00:00;2022-05-27 00:00:00;2511
chute_2;2022-04-30 00:00:00;2022-05-28 00:00:00;2511
chute_2;2022-05-01 00:00:00;2022-05-29 00:00:00;2511
chute_2;2022-05-02 00:00:00;2022-05-30 00:00:00;2511
chute_2;2022-05-03 00:00:00;2022-05-31 00:00:00;2511
chute_2;2022-05-04 00:00:00;2022-06-01 00:00:00;2511
chute_2;2022-05-05 00:00:00;2022-06-02 00:00:00;2511
chute_3;2022-03-22 00:00:00;2022-04-19 00:00:00;1327
chute_3;2022-03-23 00:00:00;2022-04-20 00:00:00;1327
chute_3;2022-03-24 00:00:00;2022-04-21 00:00:00;1327
chute_3;2022-03-25 00:00:00;2022-04-22 00:00:00;1327
chute_3;2022-03-26 00:00:00;2022-04-23 00:00:00;1327
chute_3;2022-03-27 00:00:00;2022-04-24 00:00:00;1327
chute_3;2022-03-28 00:00:00;2022-04-25 00:00:00;1327
chute_3;2022-03-29 00:00:00;2022-04-26 00:00:00;1327
chute_3;2022-03-30 00:00:00;2022-04-27 00:00:00;1327
chute_3;2022-03-31 00:00:00;2022-04-28 00:00:00;1327
chute_3;2022-04-01 00:00:00;2022-04-29 00:00:00;1327
chute_3;2022-04-02 00:00:00;2022-04-30 00:00:00;1327
chute_3;2022-04-03 00:00:00;2022-05-01 00:00:00;1348
chute_3;2022-04-04 00:00:00;2022-05-02 00:00:00;1348
chute_3;2022-04-05 00:00:00;2022-05-03 00:00:00;1348
chute_3;2022-04-06 00:00:00;2022-05-04 00:00:00;1348
chute_3;2022-04-07 00:00:00;2022-05-05 00:00:00;1348
chute_3;2022-04-08 00:00:00;2022-05-06 00:00:00;1348
chute_3;2022-04-09 00:00:00;2022-05-07 00:00:00;1348
chute_3;2022-04-10 00:00:00;2022-05-08 00:00:00;1348
chute_3;2022-04-11 00:00:00;2022-05-09 00:00:00;1348
chute_3;2022-04-12 00:00:00;2022-05-10 00:00:00;1348
chute_3;2022-04-13 00:00:00;2022-05-11 00:00:00;1348
chute_3;2022-04-14 00:00:00;2022-05-12 00:00:00;1348
chute_3;2022-04-15 00:00:00;2022-05-13 00:00:00;1360
chute_3;2022-04-16 00:00:00;2022-05-14 00:00:00;1360
chute_3;2022-04-17 00:00:00;2022-05-15 00:00:00;1360
chute_3;2022-04-18 00:00:00;2022-05-16 00:00:00;1360
chute_3;2022-04-19 00:00:00;2022-05-17 00:00:00;1360
chute_3;2022-04-20 00:00:00;2022-05-18 00:00:00;1360
chute_3;2022-04-21 00:00:00;2022-05-19 00:00:00;1360
chute_3;2022-04-22 00:00:00;2022-05-20 00:00:00;1360
chute_3;2022-04-23 00:00:00;2022-05-21 00:00:00;1360
chute_3;2022-04-24 00:00:00;2022-05-22 00:00:00;1360
chute_3;2022-04-25 00:00:00;2022-05-23 00:00:00;1360
chute_3;2022-04-26 00:00:00;2022-05-24 00:00:00;1360
chute_3;2022-04-27 00:00:00;2022-05-25 00:00:00;1377
chute_3;2022-04-28 00:00:00;2022-05-26 00:00:00;1377
chute_3;2022-04-29 00:00:00;2022-05-27 00:00:00;1377
chute_3;2022-04-30 00:00:00;2022-05-28 00:00:00;1377
chute_3;2022-05-01 00:00:00;2022-05-29 00:00:00;1377
chute_3;2022-05-02 00:00:00;2022-05-30 00:00:00;1377
chute_3;2022-05-03 00:00:00;2022-05-31 00:00:00;1377
chute_3;2022-05-04 00:00:00;2022-06-01 00:00:00;1377
chute_3;2022-05-05 00:00:00;2022-06-02 00:00:00;1377
chute_4;2022-03-22 00:00:00;2022-04-19 00:00:00;2906
chute_4;2022-03-23 00:00:00;2022-04-20 00:00:00;2906
chute_4;2022-03-24 00:00:00;2022-04-21 00:00:00;2906
chute_4;2022-03-25 00:00:00;2022-04-22 00:00:00;2906
chute_4;2022-03-26 00:00:00;2022-04-23 00:00:00;2906
chute_4;2022-03-27 00:00:00;2022-04-24 00:00:00;2906
chute_4;2022-03-28 00:00:00;2022-04-25 00:00:00;2906
chute_4;2022-03-29 00:00:00;2022-04-26 00:00:00;2906
chute_4;2022-03-30 00:00:00;2022-04-27 00:00:00;2906
chute_4;2022-03-31 00:00:00;2022-04-28 00:00:00;2906
chute_4;2022-04-01 00:00:00;2022-04-29 00:00:00;2906
chute_4;2022-04-02 00:00:00;2022-04-30 00:00:00;2906
chute_4;2022-04-27 00:00:00;2022-05-25 00:00:00;2843
chute_4;2022-04-28 00:00:00;2022-05-26 00:00:00;2843
chute_4;2022-04-29 00:00:00;2022-05-27 00:00:00;2843
chute_4;2022-04-30 00:00:00;2022-05-28 00:00:00;2843
chute_4;2022-05-01 00:00:00;2022-05-29 00:00:00;2843
chute_4;2022-05-02 00:00:00;2022-05-30 00:00:00;2843
chute_4;2022-05-03 00:00:00;2022-05-31 00:00:00;2843
chute_4;2022-05-04 00:00:00;2022-06-01 00:00:00;2843
chute_4;2022-05-05 00:00:00;2022-06-02 00:00:00;2843
chute_5;2022-03-22 00:00:00;2022-04-19 00:00:00;2906
chute_5;2022-03-23 00:00:00;2022-04-20 00:00:00;2906
chute_5;2022-03-24 00:00:00;2022-04-21 00:00:00;2906
chute_5;2022-03-25 00:00:00;2022-04-22 00:00:00;2906
chute_5;2022-03-26 00:00:00;2022-04-23 00:00:00;2906
chute_5;2022-03-27 00:00:00;2022-04-24 00:00:00;2906
chute_5;2022-03-28 00:00:00;2022-04-25 00:00:00;2906
chute_5;2022-03-29 00:00:00;2022-04-26 00:00:00;2906
chute_5;2022-03-30 00:00:00;2022-04-27 00:00:00;2906
chute_5;2022-03-31 00:00:00;2022-04-28 00:00:00;2906
chute_5;2022-04-01 00:00:00;2022-04-29 00:00:00;2906
chute_5;2022-04-02 00:00:00;2022-04-30 00:00:00;2906
chute_5;2022-04-27 00:00:00;2022-05-25 00:00:00;2843
chute_5;2022-04-28 00:00:00;2022-05-26 00:00:00;2843
chute_5;2022-04-29 00:00:00;2022-05-27 00:00:00;2843
chute_5;2022-04-30 00:00:00;2022-05-28 00:00:00;2843
chute_5;2022-05-01 00:00:00;2022-05-29 00:00:00;2843
chute_5;2022-05-02 00:00:00;2022-05-30 00:00:00;2843
chute_5;2022-05-03 00:00:00;2022-05-31 00:00:00;2843
chute_5;2022-05-04 00:00:00;2022-06-01 00:00:00;2843
chute_5;2022-05-05 00:00:00;2022-06-02 00:00:00;2843
chute_6;2022-04-27 00:00:00;2022-05-25 00:00:00;3154
chute_6;2022-04-28 00:00:00;2022-05-26 00:00:00;3154
chute_6;2022-04-29 00:00:00;2022-05-27 00:00:00;3154
chute_6;2022-04-30 00:00:00;2022-05-28 00:00:00;3154
chute_6;2022-05-01 00:00:00;2022-05-29 00:00:00;3154
chute_6;2022-05-02 00:00:00;2022-05-30 00:00:00;3154
chute_6;2022-05-03 00:00:00;2022-05-31 00:00:00;3154
chute_6;2022-05-04 00:00:00;2022-06-01 00:00:00;3154
chute_6;2022-05-05 00:00:00;2022-06-02 00:00:00;3154
chute_7;2022-03-22 00:00:00;2022-04-19 00:00:00;2049
chute_7;2022-03-23 00:00:00;2022-04-20 00:00:00;2049
chute_7;2022-03-24 00:00:00;2022-04-21 00:00:00;2049
chute_7;2022-03-25 00:00:00;2022-04-22 00:00:00;2049
chute_7;2022-03-26 00:00:00;2022-04-23 00:00:00;2049
chute_7;2022-03-27 00:00:00;2022-04-24 00:00:00;2049
chute_7;2022-03-28 00:00:00;2022-04-25 00:00:00;2049
chute_7;2022-03-29 00:00:00;2022-04-26 00:00:00;2049
chute_7;2022-03-30 00:00:00;2022-04-27 00:00:00;2049
chute_7;2022-03-31 00:00:00;2022-04-28 00:00:00;2049
chute_7;2022-04-01 00:00:00;2022-04-29 00:00:00;2049
chute_7;2022-04-02 00:00:00;2022-04-30 00:00:00;2049
chute_7;2022-04-03 00:00:00;2022-05-01 00:00:00;2045
chute_7;2022-04-04 00:00:00;2022-05-02 00:00:00;2045
chute_7;2022-04-05 00:00:00;2022-05-03 00:00:00;2045
chute_7;2022-04-06 00:00:00;2022-05-04 00:00:00;2045
chute_7;2022-04-07 00:00:00;2022-05-05 00:00:00;2045
chute_7;2022-04-08 00:00:00;2022-05-06 00:00:00;2045
chute_7;2022-04-09 00:00:00;2022-05-07 00:00:00;2045
chute_7;2022-04-10 00:00:00;2022-05-08 00:00:00;2045
chute_7;2022-04-11 00:00:00;2022-05-09 00:00:00;2045
chute_7;2022-04-12 00:00:00;2022-05-10 00:00:00;2045
chute_7;2022-04-13 00:00:00;2022-05-11 00:00:00;2045
chute_7;2022-04-14 00:00:00;2022-05-12 00:00:00;2045
chute_7;2022-04-15 00:00:00;2022-05-13 00:00:00;2058
chute_7;2022-04-16 00:00:00;2022-05-14 00:00:00;2058
chute_7;2022-04-17 00:00:00;2022-05-15 00:00:00;2058
chute_7;2022-04-18 00:00:00;2022-05-16 00:00:00;2058
chute_7;2022-04-19 00:00:00;2022-05-17 00:00:00;2058
chute_7;2022-04-20 00:00:00;2022-05-18 00:00:00;2058
chute_7;2022-04-21 00:00:00;2022-05-19 00:00:00;2058
chute_7;2022-04-22 00:00:00;2022-05-20 00:00:00;2058
chute_7;2022-04-23 00:00:00;2022-05-21 00:00:00;2058
chute_7;2022-04-24 00:00:00;2022-05-22 00:00:00;2058
chute_7;2022-04-25 00:00:00;2022-05-23 00:00:00;2058
chute_7;2022-04-26 00:00:00;2022-05-24 00:00:00;2058
chute_7;2022-04-27 00:00:00;2022-05-25 00:00:00;2040
chute_7;2022-04-28 00:00:00;2022-05-26 00:00:00;2040
chute_7;2022-04-29 00:00:00;2022-05-27 00:00:00;2040
chute_7;2022-04-30 00:00:00;2022-05-28 00:00:00;2040
chute_7;2022-05-01 00:00:00;2022-05-29 00:00:00;2040
chute_7;2022-05-02 00:00:00;2022-05-30 00:00:00;2040
chute_7;2022-05-03 00:00:00;2022-05-31 00:00:00;2040
chute_7;2022-05-04 00:00:00;2022-06-01 00:00:00;2040
chute_7;2022-05-05 00:00:00;2022-06-02 00:00:00;2040
chute_8;2022-03-22 00:00:00;2022-04-19 00:00:00;4279
chute_8;2022-03-23 00:00:00;2022-04-20 00:00:00;4279
chute_8;2022-03-24 00:00:00;2022-04-21 00:00:00;4279
chute_8;2022-03-25 00:00:00;2022-04-22 00:00:00;4279
chute_8;2022-03-26 00:00:00;2022-04-23 00:00:00;4279
chute_8;2022-03-27 00:00:00;2022-04-24 00:00:00;4279
chute_8;2022-03-28 00:00:00;2022-04-25 00:00:00;4279
chute_8;2022-03-29 00:00:00;2022-04-26 00:00:00;4279
chute_8;2022-03-30 00:00:00;2022-04-27 00:00:00;4279
chute_8;2022-03-31 00:00:00;2022-04-28 00:00:00;4279
chute_8;2022-04-01 00:00:00;2022-04-29 00:00:00;4279
chute_8;2022-04-02 00:00:00;2022-04-30 00:00:00;4279
chute_8;2022-04-03 00:00:00;2022-05-01 00:00:00;4430
chute_8;2022-04-04 00:00:00;2022-05-02 00:00:00;4430
chute_8;2022-04-05 00:00:00;2022-05-03 00:00:00;4430
chute_8;2022-04-06 00:00:00;2022-05-04 00:00:00;4430
chute_8;2022-04-07 00:00:00;2022-05-05 00:00:00;4430
chute_8;2022-04-08 00:00:00;2022-05-06 00:00:00;4430
chute_8;2022-04-09 00:00:00;2022-05-07 00:00:00;4430
chute_8;2022-04-10 00:00:00;2022-05-08 00:00:00;4430
chute_8;2022-04-11 00:00:00;2022-05-09 00:00:00;4430
chute_8;2022-04-12 00:00:00;2022-05-10 00:00:00;4430
chute_8;2022-04-13 00:00:00;2022-05-11 00:00:00;4430
chute_8;2022-04-14 00:00:00;2022-05-12 00:00:00;4430
chute_8;2022-04-15 00:00:00;2022-05-13 00:00:00;4506
chute_8;2022-04-16 00:00:00;2022-05-14 00:00:00;4506
chute_8;2022-04-17 00:00:00;2022-05-15 00:00:00;4506
chute_8;2022-04-18 00:00:00;2022-05-16 00:00:00;4506
chute_8;2022-04-19 00:00:00;2022-05-17 00:00:00;4506
chute_8;2022-04-20 00:00:00;2022-05-18 00:00:00;4506
chute_8;2022-04-21 00:00:00;2022-05-19 00:00:00;4506
chute_8;2022-04-22 00:00:00;2022-05-20 00:00:00;4506
chute_8;2022-04-23 00:00:00;2022-05-21 00:00:00;4506
chute_8;2022-04-24 00:00:00;2022-05-22 00:00:00;4506
chute_8;2022-04-25 00:00:00;2022-05-23 00:00:00;4506
chute_8;2022-04-26 00:00:00;2022-05-24 00:00:00;4506
chute_8;2022-04-27 00:00:00;2022-05-25 00:00:00;4523
chute_8;2022-04-28 00:00:00;2022-05-26 00:00:00;4523
chute_8;2022-04-29 00:00:00;2022-05-27 00:00:00;4523
chute_8;2022-04-30 00:00:00;2022-05-28 00:00:00;4523
chute_8;2022-05-01 00:00:00;2022-05-29 00:00:00;4523
chute_8;2022-05-02 00:00:00;2022-05-30 00:00:00;4523
chute_8;2022-05-03 00:00:00;2022-05-31 00:00:00;4523
chute_8;2022-05-04 00:00:00;2022-06-01 00:00:00;4523
chute_8;2022-05-05 00:00:00;2022-06-02 00:00:00;4523
chute_9;2022-03-22 00:00:00;2022-04-19 00:00:00;1302
chute_9;2022-03-23 00:00:00;2022-04-20 00:00:00;1302
chute_9;2022-03-24 00:00:00;2022-04-21 00:00:00;1302
chute_9;2022-03-25 00:00:00;2022-04-22 00:00:00;1302
chute_9;2022-03-26 00:00:00;2022-04-23 00:00:00;1302
chute_9;2022-03-27 00:00:00;2022-04-24 00:00:00;1302
chute_9;2022-03-28 00:00:00;2022-04-25 00:00:00;1302
chute_9;2022-03-29 00:00:00;2022-04-26 00:00:00;1302
chute_9;2022-03-30 00:00:00;2022-04-27 00:00:00;1302
chute_9;2022-03-31 00:00:00;2022-04-28 00:00:00;1302
chute_9;2022-04-01 00:00:00;2022-04-29 00:00:00;1302
chute_9;2022-04-02 00:00:00;2022-04-30 00:00:00;1302
chute_9;2022-04-03 00:00:00;2022-05-01 00:00:00;1923
chute_9;2022-04-04 00:00:00;2022-05-02 00:00:00;1923
chute_9;2022-04-05 00:00:00;2022-05-03 00:00:00;1923
chute_9;2022-04-06 00:00:00;2022-05-04 00:00:00;1923
chute_9;2022-04-07 00:00:00;2022-05-05 00:00:00;1923
chute_9;2022-04-08 00:00:00;2022-05-06 00:00:00;1923
chute_9;2022-04-09 00:00:00;2022-05-07 00:00:00;1923
chute_9;2022-04-10 00:00:00;2022-05-08 00:00:00;1923
chute_9;2022-04-11 00:00:00;2022-05-09 00:00:00;1923
chute_9;2022-04-12 00:00:00;2022-05-10 00:00:00;1923
chute_9;2022-04-13 00:00:00;2022-05-11 00:00:00;1923
chute_9;2022-04-14 00:00:00;2022-05-12 00:00:00;1923
chute_9;2022-04-15 00:00:00;2022-05-13 00:00:00;2536
chute_9;2022-04-16 00:00:00;2022-05-14 00:00:00;2536
chute_9;2022-04-17 00:00:00;2022-05-15 00:00:00;2536
chute_9;2022-04-18 00:00:00;2022-05-16 00:00:00;2536
chute_9;2022-04-19 00:00:00;2022-05-17 00:00:00;2536
chute_9;2022-04-20 00:00:00;2022-05-18 00:00:00;2536
chute_9;2022-04-21 00:00:00;2022-05-19 00:00:00;2536
chute_9;2022-04-22 00:00:00;2022-05-20 00:00:00;2536
chute_9;2022-04-23 00:00:00;2022-05-21 00:00:00;2536
chute_9;2022-04-24 00:00:00;2022-05-22 00:00:00;2536
chute_9;2022-04-25 00:00:00;2022-05-23 00:00:00;2536
chute_9;2022-04-26 00:00:00;2022-05-24 00:00:00;2536
chute_9;2022-04-27 00:00:00;2022-05-25 00:00:00;3154
chute_9;2022-04-28 00:00:00;2022-05-26 00:00:00;3154
chute_9;2022-04-29 00:00:00;2022-05-27 00:00:00;3154
chute_9;2022-04-30 00:00:00;2022-05-28 00:00:00;3154
chute_9;2022-05-01 00:00:00;2022-05-29 00:00:00;3154
chute_9;2022-05-02 00:00:00;2022-05-30 00:00:00;3154
chute_9;2022-05-03 00:00:00;2022-05-31 00:00:00;3154
chute_9;2022-05-04 00:00:00;2022-06-01 00:00:00;3154
chute_9;2022-05-05 00:00:00;2022-06-02 00:00:00;3154
chute_10;2022-03-22 00:00:00;2022-04-19 00:00:00;1406
chute_10;2022-03-23 00:00:00;2022-04-20 00:00:00;1406
chute_10;2022-03-24 00:00:00;2022-04-21 00:00:00;1406
chute_10;2022-03-25 00:00:00;2022-04-22 00:00:00;1406
chute_10;2022-03-26 00:00:00;2022-04-23 00:00:00;1406
chute_10;2022-03-27 00:00:00;2022-04-24 00:00:00;1406
chute_10;2022-03-28 00:00:00;2022-04-25 00:00:00;1406
chute_10;2022-03-29 00:00:00;2022-04-26 00:00:00;1406
chute_10;2022-03-30 00:00:00;2022-04-27 00:00:00;1406
chute_10;2022-03-31 00:00:00;2022-04-28 00:00:00;1406
chute_10;2022-04-01 00:00:00;2022-04-29 00:00:00;1406
chute_10;2022-04-02 00:00:00;2022-04-30 00:00:00;1406
chute_10;2022-04-03 00:00:00;2022-05-01 00:00:00;1394
chute_10;2022-04-04 00:00:00;2022-05-02 00:00:00;1394
chute_10;2022-04-05 00:00:00;2022-05-03 00:00:00;1394
chute_10;2022-04-06 00:00:00;2022-05-04 00:00:00;1394
chute_10;2022-04-07 00:00:00;2022-05-05 00:00:00;1394
chute_10;2022-04-08 00:00:00;2022-05-06 00:00:00;1394
chute_10;2022-04-09 00:00:00;2022-05-07 00:00:00;1394
chute_10;2022-04-10 00:00:00;2022-05-08 00:00:00;1394
chute_10;2022-04-11 00:00:00;2022-05-09 00:00:00;1394
chute_10;2022-04-12 00:00:00;2022-05-10 00:00:00;1394
chute_10;2022-04-13 00:00:00;2022-05-11 00:00:00;1394
chute_10;2022-04-14 00:00:00;2022-05-12 00:00:00;1394
chute_10;2022-04-15 00:00:00;2022-05-13 00:00:00;1398
chute_10;2022-04-16 00:00:00;2022-05-14 00:00:00;1398
chute_10;2022-04-17 00:00:00;2022-05-15 00:00:00;1398
chute_10;2022-04-18 00:00:00;2022-05-16 00:00:00;1398
chute_10;2022-04-19 00:00:00;2022-05-17 00:00:00;1398
chute_10;2022-04-20 00:00:00;2022-05-18 00:00:00;1398
chute_10;2022-04-21 00:00:00;2022-05-19 00:00:00;1398
chute_10;2022-04-22 00:00:00;2022-05-20 00:00:00;1398
chute_10;2022-04-23 00:00:00;2022-05-21 00:00:00;1398
chute_10;2022-04-24 00:00:00;2022-05-22 00:00:00;1398
chute_10;2022-04-25 00:00:00;2022-05-23 00:00:00;1398
chute_10;2022-04-26 00:00:00;2022-05-24 00:00:00;1398
chute_10;2022-04-27 00:00:00;2022-05-25 00:00:00;1415
chute_10;2022-04-28 00:00:00;2022-05-26 00:00:00;1415
chute_10;2022-04-29 00:00:00;2022-05-27 00:00:00;1415
chute_10;2022-04-30 00:00:00;2022-05-28 00:00:00;1415
chute_10;2022-05-01 00:00:00;2022-05-29 00:00:00;1415
chute_10;2022-05-02 00:00:00;2022-05-30 00:00:00;1415
chute_10;2022-05-03 00:00:00;2022-05-31 00:00:00;1415
chute_10;2022-05-04 00:00:00;2022-06-01 00:00:00;1415
chute_10;2022-05-05 00:00:00;2022-06-02 00:00:00;1415
chute_11;2022-03-22 00:00:00;2022-04-19 00:00:00;1709
chute_11;2022-03-23 00:00:00;2022-04-20 00:00:00;1709
chute_11;2022-03-24 00:00:00;2022-04-21 00:00:00;1709
chute_11;2022-03-25 00:00:00;2022-04-22 00:00:00;1709
chute_11;2022-03-26 00:00:00;2022-04-23 00:00:00;1709
chute_11;2022-03-27 00:00:00;2022-04-24 00:00:00;1709
chute_11;2022-03-28 00:00:00;2022-04-25 00:00:00;1709
chute_11;2022-03-29 00:00:00;2022-04-26 00:00:00;1709
chute_11;2022-03-30 00:00:00;2022-04-27 00:00:00;1709
chute_11;2022-03-31 00:00:00;2022-04-28 00:00:00;1709
chute_11;2022-04-01 00:00:00;2022-04-29 00:00:00;1709
chute_11;2022-04-02 00:00:00;2022-04-30 00:00:00;1709
chute_11;2022-04-03 00:00:00;2022-05-01 00:00:00;1705
chute_11;2022-04-04 00:00:00;2022-05-02 00:00:00;1705
chute_11;2022-04-05 00:00:00;2022-05-03 00:00:00;1705
chute_11;2022-04-06 00:00:00;2022-05-04 00:00:00;1705
chute_11;2022-04-07 00:00:00;2022-05-05 00:00:00;1705
chute_11;2022-04-08 00:00:00;2022-05-06 00:00:00;1705
chute_11;2022-04-09 00:00:00;2022-05-07 00:00:00;1705
chute_11;2022-04-10 00:00:00;2022-05-08 00:00:00;1705
chute_11;2022-04-11 00:00:00;2022-05-09 00:00:00;1705
chute_11;2022-04-12 00:00:00;2022-05-10 00:00:00;1705
chute_11;2022-04-13 00:00:00;2022-05-11 00:00:00;1705
chute_11;2022-04-14 00:00:00;2022-05-12 00:00:00;1705
chute_11;2022-04-15 00:00:00;2022-05-13 00:00:00;1709
chute_11;2022-04-16 00:00:00;2022-05-14 00:00:00;1709
chute_11;2022-04-17 00:00:00;2022-05-15 00:00:00;1709
chute_11;2022-04-18 00:00:00;2022-05-16 00:00:00;1709
chute_11;2022-04-19 00:00:00;2022-05-17 00:00:00;1709
chute_11;2022-04-20 00:00:00;2022-05-18 00:00:00;1709
chute_11;2022-04-21 00:00:00;2022-05-19 00:00:00;1709
chute_11;2022-04-22 00:00:00;2022-05-20 00:00:00;1709
chute_11;2022-04-23 00:00:00;2022-05-21 00:00:00;1709
chute_11;2022-04-24 00:00:00;2022-05-22 00:00:00;1709
chute_11;2022-04-25 00:00:00;2022-05-23 00:00:00;1709
chute_11;2022-04-26 00:00:00;2022-05-24 00:00:00;1709
chute_11;2022-04-27 00:00:00;2022-05-25 00:00:00;1722
chute_11;2022-04-28 00:00:00;2022-05-26 00:00:00;1722
chute_11;2022-04-29 00:00:00;2022-05-27 00:00:00;1722
chute_11;2022-04-30 00:00:00;2022-05-28 00:00:00;1722
chute_11;2022-05-01 00:00:00;2022-05-29 00:00:00;1722
chute_11;2022-05-02 00:00:00;2022-05-30 00:00:00;1722
chute_11;2022-05-03 00:00:00;2022-05-31 00:00:00;1722
chute_11;2022-05-04 00:00:00;2022-06-01 00:00:00;1722
chute_11;2022-05-05 00:00:00;2022-06-02 00:00:00;1722
chute_12;2022-03-22 00:00:00;2022-04-19 00:00:00;9433
chute_12;2022-03-23 00:00:00;2022-04-20 00:00:00;9433
chute_12;2022-03-24 00:00:00;2022-04-21 00:00:00;9433
chute_12;2022-03-25 00:00:00;2022-04-22 00:00:00;9433
chute_12;2022-03-26 00:00:00;2022-04-23 00:00:00;9433
chute_12;2022-03-27 00:00:00;2022-04-24 00:00:00;9433
chute_12;2022-03-28 00:00:00;2022-04-25 00:00:00;9433
chute_12;2022-03-29 00:00:00;2022-04-26 00:00:00;9433
chute_12;2022-03-30 00:00:00;2022-04-27 00:00:00;9433
chute_12;2022-03-31 00:00:00;2022-04-28 00:00:00;9433
chute_12;2022-04-01 00:00:00;2022-04-29 00:00:00;9433
